BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
1.0,0.3224123031340345,0.18126074335077444,0.164349653042287,0.1264690323173279,0.4966915363920837,-0.07794373711867802,0.07316608640677486,-0.063185757735641,0.4492180284718107,0.38515227541257857,0.15433836017203578,0.5312834611329098,0.3228016552755465,0.39868411891598465,-0.31895919660119515,0.07269226359903495
0.3224123031340345,1.0,0.1336744373457416,0.10432322392433363,0.12429218136377565,0.09938799889527757,0.22971547285662214,0.20241532118445862,0.17607939876860854,0.1918726826890564,0.1415548661142784,0.18962593803036978,0.09584271907829624,0.06500786504765531,0.13256936282876786,-0.09508244107689848,0.11977588719960981
0.18126074335077444,0.1336744373457416,1.0,0.9168445587152216,0.6798962203562746,-0.051474219693404946,0.3930174275339291,0.4984297328327494,0.3155666861960449,-0.12014319215512796,-0.06717528502515215,0.6895608345245168,0.3569631364027779,0.6032638314010715,0.09385971313677087,0.18037906032501985,0.08628819954575216
0.164349653042287,0.10432322392433363,0.9168445587152216,1.0,0.33062154722880466,-0.0313257001869718,0.2649373029696143,0.5248910830688152,0.1277291030507441,-0.08262775129402171,-0.04621215353001661,0.5455232847564578,0.31972368424893655,0.5672916182382272,0.04875541113206322,0.13276276895605296,0.06415002320754125
0.1264690323173279,0.12429218136377565,0.6798962203562746,0.33062154722880466,1.0,-0.06424368114974406,0.4424176805297656,0.21404243244878768,0.5113508276635943,-0.13231839098531875,-0.07399918017262178,0.6281075383558884,0.2564990512544058,0.38408378947329763,0.13217222490955724,0.18256935928829598,0.08614287662666903
0.4966915363920837,0.09938799889527757,-0.051474219693404946,-0.0313257001869718,-0.06424368114974406,1.0,-0.21550737787778765,-0.08675399520803011,-0.17706973529370543,0.6285220743116556,0.6564975416806347,-0.0758501814123927,0.30398503432916846,0.45323812859803064,0.14010743827548475,-0.15293533678180354,-0.06831244263362252
-0.07794373711867802,0.22971547285662214,0.3930174275339291,0.2649373029696143,0.4424176805297656,-0.21550737787778765,1.0,0.5013431351216031,0.8629336372699059,-0.3084784749092697,-0.20347791907261195,0.5684298289962758,0.1197881543817241,0.10346409296488888,0.0030296956252103217,0.3058023538871748,0.06150564752303852
0.07316608640677486,0.20241532118445862,0.4984297328327494,0.5248910830688152,0.21404243244878768,-0.08675399520803011,0.5013431351216031,1.0,0.14232918277398915,-0.11171582953481184,-0.06908843261440618,0.5448693039715093,0.29503806858708076,0.24353698969330267,-0.030326984126844144,0.1575307940075867,0.0824662628469567
-0.063185757735641,0.17607939876860854,0.3155666861960449,0.1277291030507441,0.5113508276635943,-0.17706973529370543,0.8629336372699059,0.14232918277398915,1.0,-0.2629581252127971,-0.16920741520786092,0.5299746704223324,0.06075516793045029,0.08555126448175523,0.03007295940906133,0.2500874524615693,0.07327544979799669
0.4492180284718107,0.1918726826890564,-0.12014319215512796,-0.08262775129402171,-0.13231839098531875,0.6285220743116556,-0.3084784749092697,-0.11171582953481184,-0.2629581252127971,1.0,0.7995607573994695,-0.13116845563005916,0.132616177017024,0.1831916651174165,0.09883763466914626,-0.24977323154766398,-0.1333723368122298
0.38515227541257857,0.1415548661142784,-0.06717528502515215,-0.04621215353001661,-0.07399918017262178,0.6564975416806347,-0.20347791907261195,-0.06908843261440618,-0.16920741520786092,0.7995607573994695,1.0,-0.06615669354697888,0.14970009870466452,0.2552776707359355,0.10973932587548653,-0.16978441129903676,-0.04342063717756543
0.15433836017203578,0.18962593803036978,0.6895608345245168,0.5455232847564578,0.6281075383558884,-0.0758501814123927,0.5684298289962758,0.5448693039715093,0.5299746704223324,-0.13116845563005916,-0.06615669354697888,1.0,0.2728823385983712,0.3708322584082624,0.09633273591784303,0.16206624156729374,0.12187394292040934
0.5312834611329098,0.09584271907829624,0.3569631364027779,0.31972368424893655,0.2564990512544058,0.30398503432916846,0.1197881543817241,0.29503806858708076,0.06075516793045029,0.132616177017024,0.14970009870466452,0.2728823385983712,1.0,0.4218608569758729,0.12667094627123457,0.055672146563742454,0.13916670665257896
0.3228016552755465,0.06500786504765531,0.6032638314010715,0.5672916182382272,0.38408378947329763,0.45323812859803064,0.10346409296488888,0.24353698969330267,0.08555126448175523,0.1831916651174165,0.2552776707359355,0.3708322584082624,0.4218608569758729,1.0,0.12665114274837294,0.11213832270895016,0.10613629896564332
0.39868411891598465,0.13256936282876786,0.09385971313677087,0.04875541113206322,0.13217222490955724,0.14010743827548475,0.0030296956252103217,-0.030326984126844144,0.03007295940906133,0.09883763466914626,0.10973932587548653,0.09633273591784303,0.12667094627123457,0.12665114274837294,1.0,-0.1403785110283528,0.05944366548769683
-0.31895919660119515,-0.09508244107689848,0.18037906032501985,0.13276276895605296,0.18256935928829598,-0.15293533678180354,0.3058023538871748,0.1575307940075867,0.2500874524615693,-0.24977323154766398,-0.16978441129903676,0.16206624156729374,0.055672146563742454,0.11213832270895016,-0.1403785110283528,1.0,-0.016485723701718025
0.07269226359903495,0.11977588719960981,0.08628819954575216,0.06415002320754125,0.08614287662666903,-0.06831244263362252,0.06150564752303852,0.0824662628469567,0.07327544979799669,-0.1333723368122298,-0.04342063717756543,0.12187394292040934,0.13916670665257896,0.10613629896564332,0.05944366548769683,-0.016485723701718025,1.0
